番号,判定,総プレイ時間(時間),レビュー本文
51,おすすめしない,231,"大型DLCが発表されたためなんとなく復帰し、いままで感じていた不満を今更ながら書いてみる
アイスボーンと比較しながら再度レビュー　追記部分は傍線で強調

ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー
片手剣に限るが、操作性というかこちらが取れるアクションの楽しさはワイルズのほうが上だと感じた
集中モードもかなり快適性を底上げしていると感じる　
こういうハンターの動き自体は地味だが革命的に動かしやすい要素と思う

ただ、それを上回る勢いでモンスターの挙動が理不尽になっていることが問題と感じた　
火力を出すのに何段階も儀式を必要とする武器種では、げんなりしてしまうことは想像に難くない
ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー

「オススメしない」を選択しているが、全く面白くないわけではない。
新規IPとしてみればおすすめできるが、モンハンという土台を想定している人にはおすすめできない。

HR444まで遊べたのは、シリーズの土台が強いからだと思う。モンスターを倒し、素材を集め、装備を作り、スキルを考えて強敵を倒すという基本のループはやはり面白い。ただ、その面白さはワイルズ独自の要素によるものではなく、従来からあるモンハンの魅力に支えられていた。

『モンスターハンターワイルズ』への不満は、ゲーム側が求める対応と、実際に用意されている操作手段が噛み合っていないように感じる点にある。

ジャストガードについて、歴戦王クラスの攻撃は高火力・広範囲・多段・追撃が多く、回避だけで安定して対処するのは難しい。そのためジャストガードで対応するのが自然に思えるが、実際にはジャストガードに成功しても削りを受けたり、硬直で次の攻撃に巻き込まれたりする場面がある。完全にいなしたはずなのにリターンが薄く、むしろ不利になることがあるのは、アクションゲームとして納得しづらい。

セクレトも同様で、本来は危険離脱や回復・研ぎを支える便利なシステムのはずだが、呼んでも遠くから来たり、モンスターの攻撃範囲を通過して移動したりすることがある。結果として、安心して任せられる補助ではなく、手動で管理しなければならない不安定要素になっている。

大きな点はこの２つで、小さなストレスを挙げればきりがない。

広げすぎた風呂敷の整合性が取れない部分を、リアルな生態系というふわっとした免罪符で雑に処理したゲームという感覚があり、「モンハンだから遊べた」作品ではあるが、「ワイルズだから良かった」と感じられる点はハンターの挙動が快適である点以外なかった。

ゲームとして歴史がそこそこあるため、
モンスターもハンターもインフレを重ねてしまい、高難易度クエストを用意するには、自分たちで用意したジャスガというシステムを完封する多段攻撃を持ったモンスターを作るしかないのだろうと思う。　意味不明なマッチポンプである。
大型DLCは買っても、完全な次回作はもう買わないかもしれない"
52,おすすめ,194,日本人から言わせてもらうと日本人のレビューはまったくあてにならない。悪質なデマとXでのエコーチェンバーですっかり汚染されてしまった。個人的にはモンハンとしてアイスボーンよりもはるかに楽しい出来栄えであると思うのでで購入して遊んでみて決めてもらいたい。MRも控えているのでとても楽しみ
53,おすすめしない,89,"ワイルズをお勧めするかどうか考えると少しおすすめしにくい感じがして残念な感じ
個人的に武器の機動性や砥石使用そしてモンスターなどの素早い行動などがいい進化になったと思いましたが、欠点などがでか過ぎました。
欠点としてグラフィック、システム操作（鍛冶屋画面などの操作）、UI、マップ、NPCの配置、地形、自由度がないストーリ構成、珠などが気になりました。
よく聞くゲームのクラッシュなどは置いといて（私はありませんでした）このゲームのグラフィックが見にくいと感じました。過去作と比べて暗いか、明るかという感じで無駄にリアルさを追求しすぎた気がします。個人的にモンハンはほとんどの場合歩き回っていてモンスターを永遠に狩るだけなので細かい部分など見ることないのでそこまで画質を作りこんでも意味がないと感じ、同じく遠くの物も繊細に表現しているので違和感を感じる結果になりました。もう少しグラフィックをWorldみたいにしてたらいいな思う日々です。この辺は人によると思います。あと私の環境だと結構フレーム生成つけないと少し重いです。
次にシステム操作系についてあまりにもすべてへの操作がめんどくさい、ワイルズはなぜか狩る以外はボタンポチポチするだけのゲームです。個人的にベースでの操作がめんどい、さすがにもう少しボタン押さずに楽したい。
UIは見にくいのでたまーに体力などの確認がしにくい、あとキレ味などのUIはいいアイデアだったと思うんですけどそちらも色が見にくく感じましたグラフィックと同じようにUIも暗いか明るいで感じです。
マップは他のモンハンと比べて位置が分かりにくく感じ３Dなマップは非常にキャンプ移動が面倒に感じます（行きたい場所がどこかわからない）。
モンハンでいう村？はワイルズだとビジュアル的な目印がないという悲しさがあり、村によってめっちゃ大きい村エリアなどはどこに何があるかわかりにくく、システム操作系の欠点につながる感じになりました。
ワイルズはマップ地形は結構ひどいと思います、オープンすぎか場所によってあんまりギミックがない結果になってマップ探索をする理由がないと感じました。
ワイルズのストーリーはWorldよりは良いと思いましたが、結構強制的で、ストーリだけ進める感じになってしまったと思います。例えば新エリア紹介などはただスクリプトのまま歩いたり、ムービーの代わりンものすごく長いトークショー状態がありたまーに長すぎて退屈になってしまいました。そのほかに結構ワイルズのストーリー編は簡単、なのでストーリーをクリアしないと他を狩る必要があんまりない、他のモンハンと比べたら好きなタイミングにストーリー進めるなどができない。実際モンハンのクエストの意味があるのかどうか疑問になりました。個人的にストーリーはモンハンにはあんまり必要にないと思い、徐々に強くなるモンスターに合わせてストーリーこと段落的に装備をそろえる形式にすればもう少し長く遊べたと思いました。

最後に珠、Worldでは最終的にただずーと集めるだけの感じのやつ、だけどWildでは攻撃系は武器専用、防具系は防具スロット専用とスキルセットはほとんど自由度が減って強制的に攻撃系と防御系を選ばないといけなくなりました。個人的にはこれは戸惑いました、ストーリーの間あんまり装備変更しない理由の一つとして見てます、結局面倒な要素と思いました笑（火力だけ積みたかった）
最終的に結構不便が多くイライラがたまりやすかったです。
これらの理由であんまり個人的にはおすすめできない感じ
初めてモンハンを遊ぶ予定ならワイルズのほうが遊びやすいと思います。"
54,おすすめ,32,"[h1] HR41から本当のモンハンが始まる [/h1]
[h2] オメガ・プラネテスが面白すぎる [/h2]
HR41から解放されるFF14コラボモンスター「オメガ・プラネテス」の戦闘がかなり面白い。ヘイトの分散、仲間との協力、攻撃パターンの暗記、全部が噛み合って初めて狩れる緊張感がある。妖怪ウォッチバスターズのような「みんなで役割を果たして倒す」感覚に近い。これがモンハンだろ、と思わせてくれる狩りだった。
発売当初の酷評は知っているが、個人的にはカクつきもなく十分に遊べている。
[h2] ただし、そこに辿り着くまでが長い [/h2]
正直に言うと、HR41に到達するまでに何度も挫折した。ストーリー中の狩りは「モンスターを狩っている」という実感が薄い。攻撃パターンを覚えなくても、なんとなくコンボを振り回しているだけで倒せてしまう。狩りがうまくない自分でもほとんど死なない難易度で、緊迫感も達成感もない。ストーリーの[b]""おまけ""[/b]としてモンスターが存在している感覚だった。
この難易度のまま何十時間も進むので、全クリする前に飽きてやめてしまう人は多いと思う。自分も実際、やめては戻るを何度も繰り返した。
[h2] ライズ・サンブレイクとの比較：便利すぎる代償 [/h2]
本作のセクレトには目的地まで自動で向かうオート機能がある。確かに便利だが、便利すぎて寄り道しようという気持ちが起きない。気づけばモンスターの前に着いている。
ライズではマップの中で迷子になることがあった。でもその迷子になる時間も含めて「冒険」であり「狩り」だったと思う。オート機能のおかげで迷子になることは一切なくなったが、それは同時に冒険の手触りを失ったということでもある。良さなのかもしれないが、個人的には少し残念だった。
[h2] マルチプレイ：機能はあるが、交流が生まれにくい [/h2]
ライズではクエストの前後に会話する時間が自然に生まれた。ワイルズではそれがない。クエスト以外で他のプレイヤーと言葉を交わす機会がほとんどなく、「一緒に狩っている」感覚が薄い。
オンライン最大4人で同じクエストや探索をプレイできるマルチプレイ機能はあるし、そこで合流してからクエストを受注する設計意図は理解できる。ただ実際にはこの機能を使う場面があまりなく、マルチの体験としてはライズのほうが良かった。
[h2] アセンダンスに期待すること [/h2]
2027年発売予定の有料超大型拡張コンテンツ『モンスターハンターワイルズ：アセンダンス』には期待している。オメガ・プラネテスのような緊迫感のあるモンスターをもっと増やしてほしい。そしてマルチプレイで自然に交流が生まれる仕組みの改善を願っている。"
55,おすすめ,685,"色々評価分かれたし今でも時折クラッシュするけど、全体を通して良かったと思います
特に戦闘面は楽しかった"
56,おすすめしない,192,"バグ/調整/ボリューム/ゲームバランス等、あらゆる面で未完成。圧倒的不評に嘘偽りなし。信用の切り売りによる売り上げ本数。別チーム(Rise/SunBreakチーム)の新作に期待。

Unfinished in every aspect: bugs, tuning, content, and balance. It truly deserves its ""Overwhelmingly Negative"" rating. Sales were driven purely by burning through player trust. Looking forward to the next title from the other team (Rise/Sunbreak team)."
57,おすすめ,113,"いろいろ言われてるけど、自分の環境では問題なく動作したのでそれ抜きでレビューすると
新作ということもあって、良いグラフィックで新しいモンハンを遊べただけでもかなり満足です。
ただ、圧倒的にボリュームが前作に劣っており、ライトプレイヤーの私から見ても物足りません。
見たことないくらい生き物や環境に力を入れており、なぜその情熱をモンスターへ向けることができなかったのかとすら思いました。
何度も書きますが私は割と満足しています。装備はかっこいいし、アクションの部分も手触りはかなり良いです。興味があればやってみても後悔はしないと思いますよ。"
58,おすすめ,19,"片手剣の攻撃が当たりやすい時点で神ゲー
意外と軽いのも最高"
59,おすすめしない,134,"MRが発表されました。

アクションは歴代のMHシリーズでも随一なので、楽しめると思います。

とはいえ問題点も多く、MRの拡張に併せて改善を期待しているところですが、
UI問題等を代表とし、拡張コンテンツでは修正が難しいであろう問題点
（UIについて、アイテムチェスト、加工屋の基礎的、根本的なUIの完成度の低さを、拡張コンテンツにおいて
根本的に改善、つまり作り直すことは期待できない）
が多く存在しますので、そこがどうなるか、今後の情報に関心が高まります。

ストーリークリアとエンドコンテンツにちょっと触れる、または触れる前くらいまでは
楽しめると思いますので、その点においてはおすすめしますが、
例えばワールドやライズを千時間単位でやっていて、それと同じ水準、快適さを求めているとしたら、
それはなかなか難しいかもしれません。"
60,おすすめ,34,初めてのモンスターハンター系列の作品として遊ばせてもらいましたが普通におもしろかったです。
61,おすすめしない,235,ゴグマジオスを地上から狙撃し続けるシューティングゲーム
62,おすすめ,446,"ベータテストは参加、リリース直後にストーリークリア、やることがなく離れ、
最近復帰した人間のレビューになります。
基本的に好意的よりの意見になります。

・ストーリーについて
メインストーリーはあまり憶えていないです。
ゾシア戦でハンターがかっこよかったことだけ覚えています。
適当にプリセットの中から選んで造形を終わりにしていましたが、もっとキャラメイクに注力すべきでした。
アカウントの管理を厳密にやりたいからだと思うので、それについては理解を示しますが、月が替わったらリセットされたりしたらうれしいです。
ゴグマのストーリーはよかったです。

・アクション
操虫棍を除けば、全体的に操作しやすい気がします。
基本的にジャスガとかジャスト回避ができれば、どの武器も安定した操作ができると思います。
一部難しいアクションはありますが、火力の安定性の観点から見ると、そこまで大差は出ないと思います。
アイテム選択は改修して欲しいと思ってます、誤操作未だにします。

・よく使っている武器について
よく使っているのは、チャアク、ライト、片手、弓、笛などです。
リリース直後はガンスと太刀しか使っていませんでした。
自己紹介に相当する部分だと思うので、最初に出すべきでした。

現在はモンスターによって使い分けています。
周回モンスターによって野良の武器種も変わっているので、割と同じ考えのひと多い気がします。
もっとも私はゴグマはともかく、ゾシアも前半と後半で、武器を切り替えています。
（ゾシアはライト→チャアク、ゴグマはガンス→チャアク　もっとも最近はずっとチャアク握っていることも多いです。）
武器種も変えるのは私だけかと思いましたが、意外と変えている方は多いです。

・武器格差について
プレイヤースキルもそうですが、適切な準備をしてこれるかも大きいです。
例えば、ゴグマでなぜか私以外の野良が全員麻痺武器を担いできたことがありました。
DPSチェックは約ゴグマ200体を注ぎ込み厳選したチャアクの属性４ パワー!!
（ただし切れ味は付けられていない）でなんとかなりました。

いつもの周回感覚だと、終わっているところで終わらなかったので、
首をかしげなら一生属性開放していました。正直ゲームのバグかと思いました。

前置きが長くなりましたが、現環境火力３弱候補のランス、ハンマー、大剣あたりがいても、
龍属性用意なら普通に１ターンで終わっているので、武器種自体は本当に何でもいいと思います。
（レビューが参考にされるかわかりませんが、２，３ターンデフォでかかっている人は、
　火力が出せてないので、立ち回り見直した方がいいと思います。
　考えるのめんどくさかったら、適当に属性３ぐらいまで厳選したアーティアチャアクで翼脚に属性開放でいいと思います。クリアがそもそも安定しなかったらアルシュ笛で、音の防壁ばらまくマンがおすすめです。）

・ボリュームについて
今は護石堀りに、アーティア厳選、悪しき文明ばかりですが、無限にやることはあります。
ただ、上記の厳選作業に適したモンスターはかなり限られて来ます。
現状としては、そのモンスターが合っているかどうかがこのゲームの、
ゲーム体験の主な部分になる気がします。
私は、ゴグマとかゾシアとか、ルーティン感覚で狩れるやつばっかやっているので、
多分合っていると思います。アルベドはあんまり行きません。
ルーティン作業が合わない人はもちろんですが、
★10とかゴグマが安定して狩れる動きが出来るかどうかも焦点だと思いました。"
63,おすすめしない,179,折り紙グラフィックが発生して、オメガ・プラテネスがカメムシになりました。つらい。
64,おすすめ,203,"モンハンはワールドから入りましたが、こちらのほうがスピード感があり好きです。
DLSS4.5にも正式対応してほしいですね。"
65,おすすめ,8,"全体的に改善されている。
キーコンフィグにちょっと難あり"
66,おすすめ,748,"発売当初は問題も確かにあったが今は沢山改善され良いゲームになってる。
モンハンシリーズは全てプレイしてきたけどアクションと無印でのやり込みは過去一だと思う。

周りの意見に流されず一度手にとって遊んでみてほしい"
67,おすすめしない,1,プレイ押したらメモリ不足ってエラーが出て、プレイすらできない
68,おすすめしない,14,すぐ落ちる。操作性がゴミ。こんなのが最新作とか終わってますね。お金出して遊ぶゲームじゃないですよ。
69,おすすめしない,59,モンハンやったことないデザイナーが作ったナニカです
70,おすすめしない,69,"星9個体のやってることが面白くない。
敵だけ楽しいゲーム乙
これで出していいと思ったカプコンがちょっと嫌いになった。
サンブレイクは神ゲー"
71,おすすめ,1024,上位の過去作と比べてエンドコンテンツはやる事がある
72,おすすめしない,0,"モンハンシリーズとしてプレイしたい人ほど評価が低いんじゃないかと思える作品。
モンハンに求めていないものがたくさんありすぎます。
モンハンのやりたい部分をやるまでに無駄な時間がかかり、モンハンのやりたくない部分はそのまま残り…

「モンスターハンターの世界で様々な役割を担うハンターとして生きたい」というゲームとしてはいいかもしれませんが…はじめてプレイするモンスターハンターとしてはいいかもしれませんね。

駄弁って歩け、歩くな、そっちへ行くな、あっちを見ろ、あいつに話せ、あそこへ行け、長に許可取れ、あれを調査しろ、あいつ助けろ、あれ持ってこい…

うるせえよ。


あといい加減害獣どもを殺害できるようにして欲しいですね。以降イベントにすら登場しなくなるレベルでの抹消が可能になってほしいです。
正直なところ私は熱心な獣アンチどころか普通以上に敵対者なので、これさえあればすべてのUI/UX的なフラストレーションをぶつけることができ、楽しくゲームできるようになると信じています。
出てくる害獣を殺害するためには、不満がどうこうなんてどうでもいいですからね。害獣を殺すためには探さなければならず、探すためには物語を進めなければならないのです。

第三勢力と敵対できるシステムとか、子供攫って人(獣)質にしておびき出して戦闘するみたいなゲームになってもいいくらいです。第三勢力が敵対して、大型モンスターをけしかけてくるみたいな流れのほうが多分今よりおもしろいと思います。皮はぎ取ってエフィジー作って挑発したりとかもしたいですね。
拠点を巡る攻防とか、面白いと思うんですよ。残党狩りだってしたい。

やらせろよ。
作れよ。　おい。"
73,おすすめしない,279,ただただ無謀な子供の感傷と母性丸出しの女性陣の言動が受け付けない
74,おすすめ,200,ボロカス言われてるけど俺はモンハンが大好きだ
75,おすすめしない,3,"[h1]洋ゲー好きが手を出すと痛い目にあう[/h1]
[h2]- 理解不能の奇妙なシステム -[/h2]

　初めてモンハンをプレイしたのは、知人に誘われてプレイするために買った PS4版の MHW の Ice Borne。一番高いエディションを買ったんだけど、正直いってまじでビビった。なにしろ、「和ゲーって完全に間違った方向に突き進みまくってないか？」と思ったからだ。

　その後また誘われたりしてSWITCH 版の RISE を買ったけど、これは百竜が面白いとは思ったが、基本的に「違和感しかないゲーム」という印象は MHW から1mmも払拭できていない。

　今回 WILDS がセールになったことと、紳士 Mod がいくつかあることで購入してみた。はっきりいって全く期待してない。ただ Mod で紳士にプレイするだけが目的。つまりただの着せ替えゲームとしてしか考えてなかった。そしていざプレイしてみると・・・・。

　[b]何も変わっちゃいない[/b]し、[b]すべてが汚物にまみれた異常な思想で設計されている[/b]ことがわかると思う。なぜこうした？という疑問しか生まれなかった。

　このモンハンシリーズは強烈に奇妙なシステムのみで埋め尽くされていて、一般的に世界共通とされている操作方法やボタン配置、キーアサイン、プレイフィールなどが本当にすべて独自解釈で作られてしまっている。なので、自分のように洋ゲーがメインのゲーマーとしては、「え？なんでこんな事やる必要があるんだ？」「さっきは A キーと D キーでページめくりしたのに、なんで今度は 1 キーと 3 キーなんだ？しかも z キーと c キーというパターンもあるぞ？」「なんでアクティベーションキーが何個もあるんだ？F キーだけじゃなく TAB キー？なんで？」「なんでアイテム選択するのに Ctrl キー押しっぱなしにしないといけないんだ？」「なんでシーンやシチュエーションによってありとあらゆる操作方法が変更されるんだ？」「なんで移動時に勝手に関係ない方向に進むんだ？」「なんで自分のテントじゃないと装備変えられないんだ？」「なんでキャラ作り直すのにいちいちコストがかかるんだ？」「なんでDLCダウンロードしただけなのにいちいちゲームが起動するんだ？」など、ゲームとして（一部、[b]人としてどうなんだ[/b]ってのも）ありえない現象が多発するので、困惑するだろう。はっきりいってビョーキを通り越しててすでにゾンビ化してるとしか思えない。

　それから和ゲー特有の意味不明な「行けそうなのに行けない」「降りれそうで降りられない」「入れそうで入れない」がめちゃめちゃ多く、ほとんどのエリアがこの無駄な制限で埋め尽くされている。そこまでして開発側の都合でプレイをしなければならないのか？そこまでしてプレイヤの動きすら制限したいのか？それじゃぁ紙芝居みたいなもんだろが。昭和にあったタイトーの LDゲーム（タイムギャルなど。リマスター版がSteamにあり）と何が違うんだ？退化して何かうれしいのか？もはやゲームですら無いじゃないか？

 https://store.steampowered.com/app/3050490/_HD/?l=japanese

- 閑話休題 -

　ゲーム開発者を目指してる人なら、""こんな風にゲームをつくてはいけない"" という反面教師になると思う。おそらく開発者たちは大してゲームが好きじゃなく、Excel マクロみたいな感覚でただ仕様通り実装しただけだと思われる。絶対それ以外にない。なにしろこのゲームはシリーズ通してかなり異常だから。楽しんで作ってないのは明白。

[h2]良かったところ[/h2]

- メインPC壊れたのでサブのしょぼいPCだけど、ちゃんとヌルヌル動いた

[h2]クソでしか無いところ[/h2]

- フルボイスじゃない（和ゲーでいつも思うが、なんでここに金かけないんだろ？）
- 無駄なモーション多すぎ（和ゲーでいつも思うが、なんでここに金かけてばかりなんだろ？）
- ほぼ 1キー 1ファンクションになっててとにかく使うキーが多すぎ
- アイコン多すぎ問題（画面を埋め尽くす初見殺しの大量のアイコン）
- 異常な遷移するUI（Iキーでイベントリ、でいいじゃんね）
- 階層メニューなのになぜかモーダル仕様なメニュー（いちいちキャンセルしないと前のメニューに戻れない）
- 劣悪なUI（クリッカブル範囲が異様に狭い UIパーツが多い。特にキャラクリ時）
- 意味不明な設定（初回では全く意味がわからない選択肢が山のようにある）
- 意味不明で希薄なストーリー（正直言うと1時間プレイしても何のためにモンスターを狩るのかよくわからん）
- あとから取ってつけたようなチュートリアル（初回の戦闘なのにいきなりモンスター名出されて倒せと言われても、どの敵なのか一瞬わからなくなる）
- 次に何をすれば良いのかがとにかくわかりにくい
- シリーズ通して全体的にもっさりしていて全く爽快感が無い
- 意味不明なほど体力が多い敵キャラ。なんで倒すのに何分もかけないといけないのか意味不明
- 武器の強化など、とにかく何をどうすればいいのかわかりにくい
- 自由度が全く無く、常に勝手に移動したり勝手に話が進んだりして、ただ紙芝居をめくる操作位しかできない（スクエニかよ）
- プレイしていて楽しくない（これ致命的）
- この程度のゲームに何年かけて作ってるんだ？と思う悲壮感
- 全体的に ""足し算思想"" のみで作られたド低脳系の作りなので、まともな人間ならプレイしてるだけで脳が疲弊する

[b]自由度ゼロ、不自由度100,000,000%！[/b]

[h1]結論[/h1]

　シリーズ通して ""三度の飯よりモンハンが好き！""っていうカジュアル（にわか）ゲーマーにしか刺さらないと思う。あとは プレイせずに 紳士 Mod でキャラの着せ替えを楽しむとかしか遊び方が思いつかん。

　いつかこのゲームを疲弊せず、苦痛を感じず、快適とまではいかないけど暇つぶしとしてしっかり楽しめるまでプレイを控えておこうと思った。ほんと、日本のゲームを世界の笑いものにしてるメーカーってスクエニだけじゃなくてカプコンもそうなんじゃねぇの？って思うわ。みっともない事この上なし。

　個人的には、新品でも 680円くらいが妥当。"
76,おすすめ,173,"いろいろ言われてるけど普通に面白い
大型DLCにも期待"
77,おすすめしない,83,うな重の方が面白いと思う。
78,おすすめ,128,"大型モンスターが次々出てくる割に初心者でも進めやすい難易度設定になっていてストーリーは辞め時がないくらい面白かった。
もともとそこまで得意ではないのだが、ラスボスまでスムーズに攻略できてストレスフリー。"
79,おすすめしない,35,"一通りHR40になってから一段落つきました
正直操作性がめちゃくちゃ悪いですね

総評としては「クソつまらない」です

マップの段差に引っかかるわ、マップ自体が狭っ苦しいわ、ガンナーは戦いづらいわ貫通弾はそのせいで息してないというか貫通弾くそ弱いわ
吹き飛ばし攻撃ですぐに立ち上がれない（セクレトいらないです…）
回復に焦ってセクレト呼んで武器をよっこらしょっと変える誤爆したりしてそのまま倒されたり（サブ武器取り外しさせろ…サブ武器いらねぇ）
後は地形のギミックをしょっちゅう要求されるのがいらない
ガンナーも近接もほとんど同じ距離で戦うのにガンナーだけくらうダメージがでかすぎて不平等
その代わり火力が高いわけでもないしのっそのっそ歩いたりリロード挟むときはガードも回避も出来ないからやばいと思っても何も出来ずにくらって終わる
せめて回避行動くらいは普通の回避よりスタミナゲージ多く使っていいから割り込む形で撃ってる途中でもリロード中でもサッと回避させてくれ、吹き飛ばしも同様、のっそりのっそり立ち上がる前にまた攻撃くらってつまらん
回避性能つけても意味がない面白くない
あとはロックオンシステムが貧弱すぎて全然ロックオンしてくれない、敵が真横に来たのにその後ろ位をなんとなーく被せるくらいで止まるのはやめろ
頭狙ってるなら敵が突進してそれを避けたときに頭の位置をちゃんと狙うようにしてくれ
せめて頭、胴体、翼、足、尻尾くらいは自分で選ばせてロックして欲しい、右スティックのちょん押しでロックしてる部分を変えられるようにしてさ
後はキャラのカメラ距離、最大の10にしても全然近い30くらい離れてくれ
モンスターとの距離も近すぎてガンナーなのにお互い近すぎて何やってるか全然わからない面白くない
後は回避距離ももっと長めでいい、最大の3にしても全然移動しない今の2倍くらい距離伸ばしていい

物理弾の適正距離についても…0距離なら全部まずは適正距離にしろ
適正距離の短い散弾
適正距離の長い貫通弾
その中間の通常弾
これでいいでしょ、なんで離れていてもすぐに密着する相手にたいしてこっちはずっとコロリンコロリンして離れて貫通弾撃たないといけないんだ
ほんま面白くない

DLCがくるから今から初めてやり込むか！という感じもありましたがもういいです…ストーリーもナタが五月蝿いし
操作していて快適性がなく面白くない
これの開発はセンス無しですね
―――――――――――――――――
サブ武器システムいらない、誤作動で替えてしまうことがある
せめて外させるようにできるにしてほしい"
80,おすすめしない,275,"色々便利にはなっている、モンスターのモーションも「うまくいっている部分」がきちんとある作品です。
後は…うん、色々綺麗に見えるように作ってあります。すごい。
武器毎のモーションもいいんじゃないでしょうか。

はい、というわけで御勧めしない理由は殆どの方が仰られているので今更個別に言う必要はないと思います。
ただまぁ自分たちで作ったゲームをプレイすら満足にしていないのが分かる内容なのは確かです。
未だオープンβなら良かったんですけれどね。
後はソシャゲを作りたい人たちとMMORPGを作成したい人たちは一旦モンスターハンターの開発から距離を取ってみるのは如何でしょうか。
ハンティングアクションゲームと銘打ってらっしゃるのが貴社で御座いますので…その、うん。
公式HPを見てもPVを見ても大変大きな武器、個性溢れる魅力的な武器を持って狩猟する感じのゲームだと思うのですが某ボスに至っては「貴方達と歩んできた武器よりギミック使ってね」というもので御座いますから、もう少しだけモンスターハンターシリーズを大切にしてもいいのではないかと思います。
MHIBでもDPSチェックがありましたが「自分たちの武器で」戦う事が出来てた点で少々違うのかなと。

今はおすすめしません。
次が若しあれば面白いと言われたモンスターハンターシリーズを快適に遊ぶために「PCを買い、新調し、休みも取ったファンの人達も」初日で全員が遊べる環境を作って頂けるといいかなぁと思います。
一応現時点では集会所が出来ているためフレンドと未だ気軽に遊べますが最初からあればなぁと思わずにいられません。

モンスターハンターワイルズを今からされる方が…おられたら…いるかなぁ…パッケージは大変お安いのでそちらでお買い求めするといいかもしれませんね。"
81,おすすめしない,6,"[h1]はじめてモンスターハンターを触ってみましたが、どうやら私には向いていなかったようです。[/h1]
よく神ゲーだと語られるモンスターハンターの新作が出る、ということで少し遊んでみたのですが、3時間ほどで限界を迎えてしまいました。
[h2]向いてなかったと思った点[/h2]
[olist]
    [*]操作がめちゃくちゃしづらい
初めて触るゲームは総じてそうだと思うんですが、このゲームは他と比べて特段に操作が分かりづらいというか、しづらい、とっつきにくいと思いました。
特に体力を削られたとき、回復アイテムを必死に探すんですが、探している間に追撃を喰らってしまうので、如何せん辛いです。
    [*]モンスターの倒し方が分かりにくい
こういう系のゲームって、とりあえずモンスター殴ればHPはある程度入るのかなと思ったのですが、どうやら傷穴を入れた後にそれを攻撃しないと碌に入らないらしく、本当に分かりにくいです。
    [*]誰も遊ぶ相手がいないので、ずっと虚無
私には友達はいませんし、かといって一緒に遊べるようなフレンドも存在しないため、ずっと虚無です。
　[*]そもそもAPRGが向いていない
忘れていました、私は数あるゲームジャンルの中でも類を抜いてARPGが苦手なんでした。
　[*]UIがかなり難解
設定を変えようとしても、UIが分かりにくいため、どこを見ればいいのか、なんてことがしばしばありました。
[/olist]

恐らく、モンハンシリーズが好きな方であればこの作品も気に入るとは思いますが、私には会っていませんでした。

半分は私の問題なのですが、やはり辛かったので、レビューを残しておきます。"
82,おすすめしない,110,中国人キャンパーが一生寄生してくるゴミゲーです
83,おすすめ,593,辻本いつもありがとう6/6にタイトル発表待ってるな
84,おすすめしない,100,フルプライスで買うのはもったいないよ
85,おすすめ,191,"I was install to ROG XBOX ALLY(Steam OS)
Performance is better than win ver."
86,おすすめしない,121,こんなクソを世に生み出して開発は恥ずかしくないのか？
87,おすすめしない,76,定価で買ったのがバカみたいです
88,おすすめしない,69,クラッシュばっかでおもんないねん
89,おすすめ,51,俺の人生が麦茶だとしたらこのゲームは鬼茶です。
90,おすすめ,967,めちゃ楽しいけどな！私は弓専です。
91,おすすめしない,1,"防具作る度に落とされます･･･
ダメだこりゃ･･･"
92,おすすめしない,48,拘りのムービー！釣り！水中戦！
93,おすすめしない,532,UIがゴミ過ぎて話にならない
94,おすすめ,402,本当におもしろいからみんなやってくれ
95,おすすめしない,125,クラッシュして開かない
96,おすすめしない,84,高いクセに、ボリュームが少ない
97,おすすめしない,20,カスみたいなマップしかなくてワロタ
98,おすすめしない,353,怖くて起動したくない
99,おすすめしない,147,"ワクワクしないモンハン
麦茶。"
100,おすすめ,560,ソロプレイ非推奨
